Entity,Code,Year,Solar (% growth)
Western Africa (BP),,2003,49.4593620300293
Western Africa (BP),,2004,37.24322509765625
Western Africa (BP),,2005,25.29892921447754
Western Africa (BP),,2006,27.7839298248291
Western Africa (BP),,2007,27.73821258544922
Western Africa (BP),,2008,15.347301483154297
Western Africa (BP),,2009,14.912975311279297
Western Africa (BP),,2010,93.9112777709961
Western Africa (BP),,2011,47.62027359008789
Western Africa (BP),,2012,78.4473648071289
Western Africa (BP),,2013,47.603641510009766
Western Africa (BP),,2014,9.941280364990234
Western Africa (BP),,2015,19.87392807006836
Western Africa (BP),,2016,195.8170623779297
Western Africa (BP),,2017,-22.39847183227539
Western Africa (BP),,2018,96.08109283447266
Western Africa (BP),,2019,25.878297805786133
Western Africa (BP),,2020,3.919839859008789
Western Africa (BP),,2021,44.04444885253906
World,OWID_WRL,1984,110.37037658691406
World,OWID_WRL,1985,86.13955688476562
World,OWID_WRL,1986,29.251934051513672
World,OWID_WRL,1987,-30.168973922729492
World,OWID_WRL,1988,-3.8391828536987305
World,OWID_WRL,1989,2471.834716796875
World,OWID_WRL,1990,48.077999114990234
World,OWID_WRL,1991,30.108034133911133
World,OWID_WRL,1992,-7.644015312194824
World,OWID_WRL,1993,19.313180923461914
World,OWID_WRL,1994,7.242071628570557
World,OWID_WRL,1995,7.00148344039917
World,OWID_WRL,1996,9.454107284545898
World,OWID_WRL,1997,7.204842567443848
World,OWID_WRL,1998,8.298480987548828
World,OWID_WRL,1999,11.506425857543945
World,OWID_WRL,2000,16.987812042236328
World,OWID_WRL,2001,34.40278625488281
World,OWID_WRL,2002,26.399076461791992
World,OWID_WRL,2003,25.351821899414062
World,OWID_WRL,2004,31.768726348876953
World,OWID_WRL,2005,40.90794372558594
World,OWID_WRL,2006,37.608970642089844
World,OWID_WRL,2007,35.68427658081055
World,OWID_WRL,2008,62.41455078125
World,OWID_WRL,2009,65.97046661376953
World,OWID_WRL,2010,60.915409088134766
World,OWID_WRL,2011,93.39388275146484
World,OWID_WRL,2012,54.82964324951172
World,OWID_WRL,2013,36.49818801879883
World,OWID_WRL,2014,41.66986846923828
World,OWID_WRL,2015,29.733264923095703
World,OWID_WRL,2016,28.595661163330078
World,OWID_WRL,2017,35.985267639160156
World,OWID_WRL,2018,29.354549407958984
World,OWID_WRL,2019,22.164535522460938
World,OWID_WRL,2020,20.211612701416016
World,OWID_WRL,2021,22.01198387145996
